name,rating,price,link
"OWC 1.0TB Aura Pro X2 SSD Complete Upgrade Solution for Mac Pro (Late 2013), High performance NVMe flash upgrade, including tools, heatsink, and Envoy Pro Enclosure (OWCS3DAPT4MP10K)",4.1 ,308.50,http://www.amazon.co.uk/OWC-Aura-Upgrade-Late-2013/dp/B07QBR1TP9/ref=sr_1_81?dchild=1&keywords=ssd+1tb&qid=1623945333&sr=8-81
"WD_BLACK SN850 1TB NVMe Internal Gaming SSD; PCIe Gen4 Technology, up to 7000 MB/s read speeds, M.2 2280, with Heatsink",N/A,N/A,http://www.amazon.co.uk/WD_BLACK-Internal-Gaming-Technology-Heatsink/dp/B08PHSVW7K/ref=sr_1_82?dchild=1&keywords=ssd+1tb&qid=1623945333&sr=8-82
Seagate Storage Expansion Card for Xbox Series X|S 1TB Solid State Drive - NVMe Expansion SSD for Xbox Series X|S (STJR1000400),4.8 ,N/A,http://www.amazon.co.uk/Seagate-Storage-Expansion-Solid-State/dp/B08K3S6WJM/ref=sr_1_83?dchild=1&keywords=ssd+1tb&qid=1623945333&sr=8-83
WD_BLACK SN750 500GB High-Performance NVMe Internal Gaming SSD,4.8 ,58.49,http://www.amazon.co.uk/Black-SN750-High-Performance-Internal-Gaming/dp/B07MH2P5ZD/ref=sr_1_84?dchild=1&keywords=ssd+1tb&qid=1623945333&sr=8-84
PNY CS900 960GB 2.5” SATA III Internal Solid State Drive (SSD) - (SSD7CS900-960-RB),4.7 ,67.20,http://www.amazon.co.uk/PNY-CS900-960GB-Internal-Solid/dp/B078YM2YX9/ref=sr_1_83?dchild=1&keywords=ssd+1tb&qid=1623945339&sr=8-83
Samsung MZ-N6E1T0BW 860 EVO 1 TB M.2 SATA Internal SSD,4.8 ,N/A,http://www.amazon.co.uk/Samsung-MZ-N6E1T0BW-Internal-SSD-SATA/dp/B07822Z77M/ref=sr_1_84?dchild=1&keywords=ssd+1tb&qid=1623945339&sr=8-84
"Lexar Professional NM700 M.2 2280 PCIe NVMe 256GB SSD, Gaming, Up To 3500MB/s (LNM700-256RB)",4.7 ,68.09,http://www.amazon.co.uk/Lexar-Professional-Gaming-3500MB-LNM700-256RB/dp/B086HQX7SD/ref=sr_1_85?dchild=1&keywords=ssd+1tb&qid=1623945339&sr=8-85
"SSD SATA mSATA 32GB Shark Internal Solid State Drive High Performance Hard Drive for Desktop Laptop SATA III 6Gb/s Includes SSD 16GB 60GB 64GB 120GB 128GB 240GB 250GB 480GB 500GB (32GB, MSATA)",4.4 ,16.79,http://www.amazon.co.uk/mSATA-Internal-Performance-Desktop-Laptop/dp/B07NL488B1/ref=sr_1_86?dchild=1&keywords=ssd+1tb&qid=1623945339&sr=8-86
Seagate FireCuda 1 TB Solid State Hybrid Drive Performance SSHD – 3.5 Inch SATA 6 Gb/s Flash Accelerated 64 MB Cache for Gaming PC Laptop (ST1000DX002),4.5 ,73.00,http://www.amazon.co.uk/Seagate-FireCuda-Internal-Drive-Cache/dp/B01ICLGJ8U/ref=sr_1_87?dchild=1&keywords=ssd+1tb&qid=1623945339&sr=8-87
"TEAMGROUP SSD Team T-FORCE Vulcan 2,5 1TB SATA3",4.7 ,90.77,http://www.amazon.co.uk/TEAMGROUP-T-Force-Vulcan-Internal-Solid/dp/B08F6W1WP3/ref=sr_1_88?dchild=1&keywords=ssd+1tb&qid=1623945339&sr=8-88
"WD_BLACK SN850 1TB NVMe SSD Game Drive, Call of Duty: Black Ops Cold War Special Edition",5.0 ,229.99,http://www.amazon.co.uk/WD_BLACK-SN850-NVMe-Game-Drive/dp/B08NX29S65/ref=sr_1_89?dchild=1&keywords=ssd+1tb&qid=1623945339&sr=8-89
"Disque Dur SSD Intel 660P 1TO M.2 2280 (SSDPEKNW010T8X1) *1605, Black",4.7 ,89.45,http://www.amazon.co.uk/Intel-M-2-2280-Express-Solid-State/dp/B07JBQZ2MG/ref=sr_1_90?dchild=1&keywords=ssd+1tb&qid=1623945339&sr=8-90
Samsung X5 1 TB Thunderbolt3 External Solid State Drive (Portable SSD) (MU-PB1T0B),4.5 ,286.89,http://www.amazon.co.uk/Samsung-PB1T0B-Portable-X5-Thunderbolt-2800-MB/dp/B07GL8MXJF/ref=sr_1_92?dchild=1&keywords=ssd+1tb&qid=1623945339&sr=8-92
"INDMEM NVMe PCIe SSD 512GB with Screwdriver Hard Drive Replacement for MacBook Pro Retina Late 2013 - Mid 2015, MacBook Air Mid 2013-2017, iMac Late 2013-2017, Mac Pro Late 2013, Mac Mini Late 2014",4.5 ,N/A,http://www.amazon.co.uk/INDMEM-Screwdriver-Replacement-MacBook-Retina/dp/B08PKDTCHR/ref=sr_1_93?dchild=1&keywords=ssd+1tb&qid=1623945339&sr=8-93
SSD 670P SERIES 1TB/ M.2 80MM PCIE 3.0 X4/ 3D4/ QLC RETAILPACK,3.0 ,102.43,http://www.amazon.co.uk/SSD-670P-80MM-PCIE-RETAILPACK/dp/B08X4Z4R1Y/ref=sr_1_94?dchild=1&keywords=ssd+1tb&qid=1623945339&sr=8-94
"LEVEN 256GB SSD 3D NAND TLC SATA III 6 Gb/s, 2.5""/7mm (0.28"") Internal Solid State Drive, up to 550MB/s (JS600SSD256GB)",4.7 ,48.47,http://www.amazon.co.uk/SSD-256GB-LEVEN-JS600-retail/dp/B07YBXS2BL/ref=sr_1_95?dchild=1&keywords=ssd+1tb&qid=1623945339&sr=8-95
SK hynix Gold P31 PCIe NVMe Gen3 M.2 2280 Internal SSD - 500GB NVMe - Up to 3500MB/S - Compact M.2 SSD Form Factor SK hynix SSD - Internal Solid State Drive with 128-Layer NAND Flash,5.0 ,60.35,http://www.amazon.co.uk/SK-hynix-Gold-500GB-Internal/dp/B08DK2FB7G/ref=sr_1_97?dchild=1&keywords=ssd+1tb&qid=1623945339&sr=8-97
Team Delta Max 500GB SSD,4.6 ,95.21,http://www.amazon.co.uk/Team-T-FORCE-Delta-Max-500GB/dp/B07WR3R5DH/ref=sr_1_98?dchild=1&keywords=ssd+1tb&qid=1623945339&sr=8-98
Seagate BarraCuda 1 TB Internal Hard Drive HDD – 3.5 Inch SATA 6 Gb/s 7200 RPM 64 MB Cache for Computer Desktop PC (ST1000DM010),4.6 ,N/A,http://www.amazon.co.uk/Seagate-Barracuda-internal-silver-ST1000DM010/dp/B01LY65EVG/ref=sr_1_99?dchild=1&keywords=ssd+1tb&qid=1623945339&sr=8-99
WD_BLACK SN750 250GB High-Performance NVMe Internal Gaming SSD,4.8 ,43.85,http://www.amazon.co.uk/Black-SN750-High-Performance-Internal-Gaming/dp/B07M64R4CR/ref=sr_1_100?dchild=1&keywords=ssd+1tb&qid=1623945339&sr=8-100
"WD_BLACK SN850 1TB NVMe Internal Gaming SSD; PCIe Gen4 Technology, up to 7000 MB/s read speeds, M.2 2280, with Heatsink",N/A,N/A,http://www.amazon.co.uk/WD_BLACK-Internal-Gaming-Technology-Heatsink/dp/B08PHSVW7K/ref=sr_1_99?dchild=1&keywords=ssd+1tb&qid=1623945345&sr=8-99
Seagate Storage Expansion Card for Xbox Series X|S 1TB Solid State Drive - NVMe Expansion SSD for Xbox Series X|S (STJR1000400),4.8 ,N/A,http://www.amazon.co.uk/Seagate-Storage-Expansion-Solid-State/dp/B08K3S6WJM/ref=sr_1_100?dchild=1&keywords=ssd+1tb&qid=1623945345&sr=8-100
WD_BLACK SN750 500GB High-Performance NVMe Internal Gaming SSD,4.8 ,58.49,http://www.amazon.co.uk/Black-SN750-High-Performance-Internal-Gaming/dp/B07MH2P5ZD/ref=sr_1_101?dchild=1&keywords=ssd+1tb&qid=1623945345&sr=8-101
Mushkin Pilot-E – 1TB PCIe NVMe – Opal Data Encryption – M.2 (2280) Internal Solid State Drive (SSD) – Gen3 x4 – 3D TLC - (MKNSSDPE1TB-D8),4.8 ,103.91,http://www.amazon.co.uk/Mushkin-Pilot-Encryption-Internal-MKNSSDPE1TB-D8/dp/B07RD1W6SB/ref=sr_1_102?dchild=1&keywords=ssd+1tb&qid=1623945345&sr=8-102
Seagate BarraCuda 1 TB Internal Hard Drive HDD – 3.5 Inch SATA 6 Gb/s 7200 RPM 64 MB Cache for Computer Desktop PC (ST1000DM010),4.6 ,N/A,http://www.amazon.co.uk/Seagate-Barracuda-internal-silver-ST1000DM010/dp/B01LY65EVG/ref=sr_1_103?dchild=1&keywords=ssd+1tb&qid=1623945345&sr=8-103
SSD M.2 1TB HP EX900 NVMe PCIe 3.0 x 4 1.3,4.7 ,97.99,http://www.amazon.co.uk/SSD-EX900-1TB-M-2-NVMe/dp/B07SXLDJTL/ref=sr_1_104?dchild=1&keywords=ssd+1tb&qid=1623945345&sr=8-104
TEAMGROUP AX2 1TB 2.5 Inch SATA III Internal Solid State Drive SSD (Read Speed up to 540 MB/s) T253A3001T0C101,4.7 ,78.82,http://www.amazon.co.uk/TEAMGROUP-AX2-Internal-Solid-T253A3001T0C101/dp/B08CKFDPJ3/ref=sr_1_105?dchild=1&keywords=ssd+1tb&qid=1623945345&sr=8-105
PNY CS900 960GB 2.5” SATA III Internal Solid State Drive (SSD) - (SSD7CS900-960-RB),4.7 ,67.20,http://www.amazon.co.uk/PNY-CS900-960GB-Internal-Solid/dp/B078YM2YX9/ref=sr_1_106?dchild=1&keywords=ssd+1tb&qid=1623945345&sr=8-106
Samsung MZ-N6E1T0BW 860 EVO 1 TB M.2 SATA Internal SSD,4.8 ,N/A,http://www.amazon.co.uk/Samsung-MZ-N6E1T0BW-Internal-SSD-SATA/dp/B07822Z77M/ref=sr_1_108?dchild=1&keywords=ssd+1tb&qid=1623945345&sr=8-108
"Lexar Professional NM700 M.2 2280 PCIe NVMe 256GB SSD, Gaming, Up To 3500MB/s (LNM700-256RB)",4.7 ,68.09,http://www.amazon.co.uk/Lexar-Professional-Gaming-3500MB-LNM700-256RB/dp/B086HQX7SD/ref=sr_1_109?dchild=1&keywords=ssd+1tb&qid=1623945345&sr=8-109
"OWC 1.0TB Mercury Electra 3G SSD, 2.5"" Serial-ATA 7mm Solid State Drive",4.6 ,129.00,http://www.amazon.co.uk/OWC-Mercury-Electra-1TB-SATA3/dp/B074ZP9BRG/ref=sr_1_110?dchild=1&keywords=ssd+1tb&qid=1623945345&sr=8-110
"Samsung T5 1 TB USB 3.1 Gen 2 (10 Gbps, Type-C) External Solid State Drive (Portable SSD) Metallic Red (MU-PA1T0R)",4.8 ,168.95,http://www.amazon.co.uk/Samsung-Portable-SSD-USB-External/dp/B07QMFP9T9/ref=sr_1_111?dchild=1&keywords=ssd+1tb&qid=1623945345&sr=8-111
"LEVEN SSD 1TB JS600-PRO developed with DRAM cache, high reliability with excellent sequential write speed, long service life - (JS600SSD1TB PRO)",N/A,84.84,http://www.amazon.co.uk/LEVEN-JS600-PRO-developed-reliability-sequential/dp/B094XKN2GF/ref=sr_1_113?dchild=1&keywords=ssd+1tb&qid=1623945345&sr=8-113
"SSD SATA mSATA 32GB Shark Internal Solid State Drive High Performance Hard Drive for Desktop Laptop SATA III 6Gb/s Includes SSD 16GB 60GB 64GB 120GB 128GB 240GB 250GB 480GB 500GB (32GB, MSATA)",4.4 ,16.79,http://www.amazon.co.uk/mSATA-Internal-Performance-Desktop-Laptop/dp/B07NL488B1/ref=sr_1_114?dchild=1&keywords=ssd+1tb&qid=1623945345&sr=8-114
Angelbird Atom X SSDMINI 1TB SSD Hard Drive for Atomos,5.0 ,556.94,http://www.amazon.co.uk/Angelbird-Atom-SSDMINI-Drive-Atomos/dp/B07W11X85R/ref=sr_1_115?dchild=1&keywords=ssd+1tb&qid=1623945345&sr=8-115
Samsung 870 QVO 1TB Interne SATA SSD 6.35cm (2.5 Zoll) SATA 6 Gb/s Retail MZ-77Q1T0BW,4.6 ,N/A,http://www.amazon.co.uk/Samsung-Interne-6-35cm-Retail-MZ-77Q1T0BW/dp/B08D3ZXQWM/ref=sr_1_116?dchild=1&keywords=ssd+1tb&qid=1623945345&sr=8-116
"WD_BLACK SN850 1TB NVMe SSD Game Drive, Call of Duty: Black Ops Cold War Special Edition",5.0 ,229.99,http://www.amazon.co.uk/WD_BLACK-SN850-NVMe-Game-Drive/dp/B08NX29S65/ref=sr_1_115?dchild=1&keywords=ssd+1tb&qid=1623945351&sr=8-115
Team Delta R RGB 1TB SSD,5.0 ,122.68,http://www.amazon.co.uk/Team-Group-T253TR001T3C415-T-Force-2-5-Inch/dp/B07GZP6XVQ/ref=sr_1_116?dchild=1&keywords=ssd+1tb&qid=1623945351&sr=8-116
Seagate Firecuda Gaming SSD 1 TB External Solid State Drive - USB-C USB 3.0 with NVMe for PC Laptop (STJP1000400),4.2 ,176.99,http://www.amazon.co.uk/Seagate-Firecuda-Gaming-External-Solid/dp/B0839SGLKM/ref=sr_1_117?dchild=1&keywords=ssd+1tb&qid=1623945351&sr=8-117
Western Digital 240 GB M.2 SSD - Green,4.6 ,N/A,http://www.amazon.co.uk/Western-Digital-240-M-2-SSD/dp/B01M9B2VB7/ref=sr_1_118?dchild=1&keywords=ssd+1tb&qid=1623945351&sr=8-118
"Disque Dur SSD Intel 660P 1TO M.2 2280 (SSDPEKNW010T8X1) *1605, Black",4.7 ,89.45,http://www.amazon.co.uk/Intel-M-2-2280-Express-Solid-State/dp/B07JBQZ2MG/ref=sr_1_119?dchild=1&keywords=ssd+1tb&qid=1623945351&sr=8-119
"HP P500 Portable SSD 1TB - Up to 420MB/s - USB 3.2 External Solid State Drive, Black - 1F5P4AA#ABC",5.0 ,91.91,http://www.amazon.co.uk/HP-P500-Portable-SSD-1TB/dp/B08DDJZP3N/ref=sr_1_120?dchild=1&keywords=ssd+1tb&qid=1623945351&sr=8-120
Samsung X5 1 TB Thunderbolt3 External Solid State Drive (Portable SSD) (MU-PB1T0B),4.5 ,286.89,http://www.amazon.co.uk/Samsung-PB1T0B-Portable-X5-Thunderbolt-2800-MB/dp/B07GL8MXJF/ref=sr_1_121?dchild=1&keywords=ssd+1tb&qid=1623945351&sr=8-121
"INDMEM NVMe PCIe SSD 512GB with Screwdriver Hard Drive Replacement for MacBook Pro Retina Late 2013 - Mid 2015, MacBook Air Mid 2013-2017, iMac Late 2013-2017, Mac Pro Late 2013, Mac Mini Late 2014",4.5 ,N/A,http://www.amazon.co.uk/INDMEM-Screwdriver-Replacement-MacBook-Retina/dp/B08PKDTCHR/ref=sr_1_122?dchild=1&keywords=ssd+1tb&qid=1623945351&sr=8-122
"Flexx LX300 1TB NVME SSD Kit for MacBook Pro, Air and iMac from late 2013 on",5.0 ,186.00,http://www.amazon.co.uk/Flexx-LX300-NVME-MacBook-iMac/dp/B08CHGRJ7T/ref=sr_1_124?dchild=1&keywords=ssd+1tb&qid=1623945351&sr=8-124
"WD_BLACK P50 1TB NVMe SSD Game Drive - SSD speeds up to 2000MB/s works with PC, X Box and PlayStation",4.6 ,208.62,http://www.amazon.co.uk/WD_BLACK-P50-NVMe-Game-Drive/dp/B07YFGTDV4/ref=sr_1_125?dchild=1&keywords=ssd+1tb&qid=1623945351&sr=8-125
OWC 1.0TB Aura Pro 6G SSD and Envoy Pro Upgrade Kit for 2012-2013 MacBook Pro with Retina Display (OWCS3DAP12KT01),4.7 ,N/A,http://www.amazon.co.uk/OWC-Upgrade-MacBook-Retina-display/dp/B07P2DW2M7/ref=sr_1_126?dchild=1&keywords=ssd+1tb&qid=1623945351&sr=8-126
SSD 670P SERIES 1TB/ M.2 80MM PCIE 3.0 X4/ 3D4/ QLC RETAILPACK,3.0 ,102.43,http://www.amazon.co.uk/SSD-670P-80MM-PCIE-RETAILPACK/dp/B08X4Z4R1Y/ref=sr_1_127?dchild=1&keywords=ssd+1tb&qid=1623945351&sr=8-127
Mushkin 1TB 2.5-inch SATA III Source 2 SSD Solid State Disk 7mm 560MB/s,4.7 ,70.73,http://www.amazon.co.uk/Mushkin-2-5-inch-Source-Solid-State/dp/B07X593YH3/ref=sr_1_129?dchild=1&keywords=ssd+1tb&qid=1623945351&sr=8-129
"LEVEN 256GB SSD 3D NAND TLC SATA III 6 Gb/s, 2.5""/7mm (0.28"") Internal Solid State Drive, up to 550MB/s (JS600SSD256GB)",4.7 ,48.47,http://www.amazon.co.uk/SSD-256GB-LEVEN-JS600-retail/dp/B07YBXS2BL/ref=sr_1_130?dchild=1&keywords=ssd+1tb&qid=1623945351&sr=8-130
"TEAMGROUP MP33 PRO 1TB M.2 PCIe 2280 NVMe 1.3 Internal SSD, Up to 2100MB/s Gen3x4 Solid State Drive, Terabyte Written TBW>600TB TM8FPD001T0C101",4.7 ,83.95,http://www.amazon.co.uk/TEAMGROUP-Internal-Terabyte-Written-TM8FPD001T0C101/dp/B08GM8N3DB/ref=sr_1_131?dchild=1&keywords=ssd+1tb&qid=1623945351&sr=8-131
"Integral 1TB mSATA Internal SSD, up to 520MB/s Read 450MB/s Write",4.8 ,136.01,http://www.amazon.co.uk/Integral-Memory-mSATA-Mo-300-Speed/dp/B08439XGY1/ref=sr_1_132?dchild=1&keywords=ssd+1tb&qid=1623945351&sr=8-132
"Disque Dur SSD HP S700-1To (1000Go) SATA 2""1/2",N/A,95.48,http://www.amazon.co.uk/HP-6MC15AA-ABB-SSD-S700/dp/B07SSDJHWY/ref=sr_1_131?dchild=1&keywords=ssd+1tb&qid=1623945357&sr=8-131
"SSD 128GB SATA 2.5"" KingShark gamer Internal Solid State Drive SATAIII 6 Gb/s High-Performance 7MM Height SSD(128GB, 2.5''SATA3)",N/A,24.42,http://www.amazon.co.uk/128GB-2-5-KingShark-Internal-High-Performance/dp/B086MDBTYB/ref=sr_1_132?dchild=1&keywords=ssd+1tb&qid=1623945357&sr=8-132
"Netac 1TB Internal SSD 2.5 Inch SATAIII 6Gb/s, 3D NAND Internal Solid State Drive, Read Speeds up to 530MB/s",4.5 ,106.18,http://www.amazon.co.uk/Netac-Internal-SATAIII-Solid-Speeds/dp/B093PRYKMH/ref=sr_1_133?dchild=1&keywords=ssd+1tb&qid=1623945357&sr=8-133
SureFire Bunker Gaming SSD USB 3.2 Gen 1 1TB Black,N/A,N/A,http://www.amazon.co.uk/SureFire-Bunker-Gaming-SSD-Black/dp/B08V6Y8BNL/ref=sr_1_134?dchild=1&keywords=ssd+1tb&qid=1623945357&sr=8-134
"SSD PCIe NVMe 256GB GamerKing Internal Solid State Drive 1TB 512GB 128GB 64GB PCIe Gen 3.0 x4 NVMe High Performance Hard Drive for Desktop Laptops (256GB, M.2-PCIE NVMe)",N/A,39.50,http://www.amazon.co.uk/GamerKing-Internal-Performance-Desktop-M-2-PCIE/dp/B08X1PZ818/ref=sr_1_135?dchild=1&keywords=ssd+1tb&qid=1623945357&sr=8-135
SK hynix Gold P31 PCIe NVMe Gen3 M.2 2280 Internal SSD - 500GB NVMe - Up to 3500MB/S - Compact M.2 SSD Form Factor SK hynix SSD - Internal Solid State Drive with 128-Layer NAND Flash,5.0 ,60.35,http://www.amazon.co.uk/SK-hynix-Gold-500GB-Internal/dp/B08DK2FB7G/ref=sr_1_136?dchild=1&keywords=ssd+1tb&qid=1623945357&sr=8-136
Team Delta Max 500GB SSD,4.6 ,95.21,http://www.amazon.co.uk/Team-T-FORCE-Delta-Max-500GB/dp/B07WR3R5DH/ref=sr_1_137?dchild=1&keywords=ssd+1tb&qid=1623945357&sr=8-137
YUCUN 2.5 inch SATA III Internal Solid State Drive R570 480GB SSD,4.4 ,N/A,http://www.amazon.co.uk/YUCUN-Internal-Solid-State-Drive/dp/B07FYF6HH9/ref=sr_1_138?dchild=1&keywords=ssd+1tb&qid=1623945357&sr=8-138
Mushkin Delta Gen 4.0 – 1TB PCIe Gen4 x4 NVMe 1.3 – M.2 (2280) Gaming Internal Solid State Drive (SSD) – 3D QLC – Hardware Encryption – (MKNSSDDE1TB-D8),1.0 ,99.37,http://www.amazon.co.uk/Mushkin-Delta-Gen-4-0-MKNSSDDE1TB-D8/dp/B093DF7NG4/ref=sr_1_139?dchild=1&keywords=ssd+1tb&qid=1623945357&sr=8-139
"OWC 1.0TB SSD Upgrade Bundle for 2011 iMacs, OWC 1.0TB Mercury Extreme Pro 6G SSD, AdaptaDrive 2.5"" to 3.5"" Drive Converter Bracket, in-line Digital Thermal Sensor Cable, Installation Tools",4.4 ,258.69,http://www.amazon.co.uk/OWC-Upgrade-AdaptaDrive-Converter-Installation/dp/B076PNC1MS/ref=sr_1_140?dchild=1&keywords=ssd+1tb&qid=1623945357&sr=8-140
"OWC 1.0TB Aura Pro X2 SSD Upgrade for Mac Pro (Late 2013), High performance NVMe flash upgrade, including tools & heatsink (OWCS3DAPT4MP10P)",4.4 ,230.18,http://www.amazon.co.uk/1TB-OWC-Aura-Late-2013/dp/B07QHWG9P4/ref=sr_1_141?dchild=1&keywords=ssd+1tb&qid=1623945357&sr=8-141
"TEAMGROUP MP33 1TB SLC Cache 3D NAND TLC NVMe 1.3 PCIe Gen3x4 M.2 2280 Internal Solid State Drive SSD (Read/Write Speed up to 1,800/1,500 MB/s) Compatible with Laptop & PC Desktop TM8FP6001T0C101",4.7 ,86.93,http://www.amazon.co.uk/TEAMGROUP-Professional-Filmmakers-Photographers-TESDXC256GIV3001/dp/B07XHMBQK3/ref=sr_1_142?dchild=1&keywords=ssd+1tb&qid=1623945357&sr=8-142
Team Delta RGB 1TB SSD,5.0 ,146.14,http://www.amazon.co.uk/Team-Group-t253tr001t3-%C2%B0C313-Flash-120-GB-Internal/dp/B07D8W1RPN/ref=sr_1_143?dchild=1&keywords=ssd+1tb&qid=1623945357&sr=8-143
FireCuda 520 SSD 1Tb PCIe Gen4 x4 NVMe,4.8 ,N/A,http://www.amazon.co.uk/Seagate-ZP1000GM3A002-Firecuda-520-Internal/dp/B07ZPRMLJP/ref=sr_1_144?dchild=1&keywords=ssd+1tb&qid=1623945357&sr=8-144
Samsung 980 PRO 1TB Interne M.2 PCIe NVMe SSD 2280 Retail MZ-V8P1T0BW,5.0 ,247.18,http://www.amazon.co.uk/Samsung-Interne-PCIe-Retail-MZ-V8P1T0BW/dp/B08PBFP4NV/ref=sr_1_145?dchild=1&keywords=ssd+1tb&qid=1623945357&sr=8-145
"Silicon Power 1 TB Portable External Hard Drive Rugged Armor A80 Shockproof , Waterproof 2.5-Inch USB 3.0 , IEC 529 IPX7 Military Grade, Xbox One and PlayStation 4, Blue",4.5 ,N/A,http://www.amazon.co.uk/Silicon-Power-Shockproof-Waterproof-PlayStation/dp/B005GHTEV8/ref=sr_1_146?dchild=1&keywords=ssd+1tb&qid=1623945357&sr=8-146
"Silicon Power 1 TB Portable External Hard Drive Rugged Armor A80 Shockproof , Waterproof 2.5-Inch USB 3.0 , IEC 529 IPX7 Military Grade, Xbox One and PlayStation 4, Blue",4.5 ,N/A,http://www.amazon.co.uk/Silicon-Power-Shockproof-Waterproof-PlayStation/dp/B005GHTEV8/ref=sr_1_147?dchild=1&keywords=ssd+1tb&qid=1623945363&sr=8-147
"Reletech P400 SSD M.2 1TB 512GB 256GB PCIe Gen3x4 NVMe 1.3 2280 Solid State Drive 3D NAND 3,500 MB/s Speed Internal Solid State Drives for Gaming PC Laptop Desktop (512GB)",N/A,66.53,http://www.amazon.co.uk/Reletech-Gen3x4-Internal-Drives-Desktop/dp/B08NXHKKRN/ref=sr_1_148?dchild=1&keywords=ssd+1tb&qid=1623945363&sr=8-148
"Integral Ultima Pro X 1TB NVMe M.2 Internal SSD, Up To 3400MB/s Read 3000MB/s Write - For Gaming and Graphics/Video Editing",4.4 ,139.99,http://www.amazon.co.uk/Integral-Ultima-Internal-3400MB-3000MB/dp/B08L87SWXB/ref=sr_1_149?dchild=1&keywords=ssd+1tb&qid=1623945363&sr=8-149
SSD ADATA XPG Spectrix S20G M.2 1TB PCIe G3x4 RGB,N/A,111.97,http://www.amazon.co.uk/ADATA-Spectrix-S20G-PCIe-G3x4/dp/B08RWG4HSD/ref=sr_1_150?dchild=1&keywords=ssd+1tb&qid=1623945363&sr=8-150
"Kingshark gamer SSD M.2 2280 1TB Ngff Internal Solid State Drive High-Performance Hard Drive for Desktop Laptop SATA III 6Gb/s (1TB, M.2 2280)",N/A,86.99,http://www.amazon.co.uk/Kingshark-SSD-M-2-2280-High-Performance/dp/B0896RP67R/ref=sr_1_151?dchild=1&keywords=ssd+1tb&qid=1623945363&sr=8-151
"Gigastone 512GB 2.5"" Internal SSD, 3D NAND Solid State Drive, SATA III 6Gb/s 2.5 inch 7mm (0.28”), Read up to 550MB/s",4.6 ,N/A,http://www.amazon.co.uk/Gigastone-512GB-Internal-Solid-State/dp/B0881L45V7/ref=sr_1_152?dchild=1&keywords=ssd+1tb&qid=1623945363&sr=8-152
"Dogfish SSD 64GB SATA3 2.5 Inch Unidad De Estado Sólido Incorporada 7MM Height High Speed Incluye SSD 32GB 60GB 64GB 120GB 128GB 240GB 250GB 480GB 500GB 1TB (64Gb, 2.5''-SATA3)",4.5 ,17.66,http://www.amazon.co.uk/Dogfish-Unidad-Incorporada-Speed-Incluye-2-5-SATA3/dp/B07WCM8CVG/ref=sr_1_153?dchild=1&keywords=ssd+1tb&qid=1623945363&sr=8-153
